Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code
PH2 7PU,Yes,56.392291,-3.212474,325247,722884,NO252228,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1973-08-01,,"","",4,4,"","","Errol and Inchture - 05","Accessible rural area",,34,,S01011964
PH2 7PW,Yes,56.433283,-3.362813,316057,727620,NO160276,"","Perth and Kinross","Strathmore", S12000024,S13002739,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",4,1,"","","Guildtown, Balbeggie and St Madoes - 03","Accessible rural area",,106,,S01011958
PH2 7PX,Yes,56.39183,-3.211844,325285,722832,NO252228,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",40,17,"","","Errol and Inchture - 05","Accessible rural area",,31,,S01011964
PH2 7PY,Yes,56.392028,-3.211721,325293,722854,NO252228,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",8,4,"","","Errol and Inchture - 05","Accessible rural area",,33,,S01011964
PH2 7PZ,Yes,56.391895,-3.210647,325359,722838,NO253228,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",12,6,"","","Errol and Inchture - 05","Accessible rural area",,29,,S01011964
PH2 7QA,Yes,56.392163,-3.208971,325463,722866,NO254228,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",113,51,"","","Errol and Inchture - 04","Accessible rural area",,25,,S01011963
PH2 7QB,Yes,56.3934,-3.209253,325448,723004,NO254230,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",44,16,"","","Errol and Inchture - 05","Accessible rural area",,27,,S01011964
PH2 7QD,Yes,56.39494,-3.20705,325587,723173,NO255231,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",38,18,"","","Errol and Inchture - 04","Accessible rural area",,23,,S01011963
PH2 7QE,Yes,56.392549,-3.21083,325349,722911,NO253229,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",10,4,"","","Errol and Inchture - 05","Accessible rural area",,30,,S01011964
PH2 7QF,Yes,56.392216,-3.211808,325288,722875,NO252228,"","Perth and Kinross","Carse of Gowrie", S12000024,S13002738,Scotland,S99999999,"Perth and North Perthshire",1980-01-01,,"","",13,5,"","","Errol and Inchture - 05","Accessible rural area",,33,,S01011964
